Division,Team,Year,Coach,Win,Loss,Tie,Pct.,Points Scored,Points Allowed,Delta
West,Northwestern,1972,Alex Agase,2,9,0,0.18182,146,290,-144
West,Northwestern,1973,John Pont,4,7,0,0.36364,188,299,-111
West,Northwestern,1974,John Pont,3,8,0,0.27273,140,385,-245
West,Northwestern,1975,John Pont,3,8,0,0.27273,149,318,-169
West,Northwestern,1976,John Pont,1,10,0,0.09091,134,311,-177
West,Northwestern,1977,John Pont,1,10,0,0.09091,102,337,-235
West,Northwestern,1978,Rick Venturi,0,10,1,0.04545,92,440,-348
West,Northwestern,1979,Rick Venturi,1,10,0,0.09091,115,386,-271
West,Northwestern,1980,Rick Venturi,0,11,0,0,151,444,-293
West,Northwestern,1981,Dennis Green,0,11,0,0,82,505,-423
West,Northwestern,1982,Dennis Green,3,8,0,0.27273,206,379,-173
West,Northwestern,1983,Dennis Green,2,9,0,0.18182,101,398,-297
West,Northwestern,1984,Dennis Green,2,9,0,0.18182,138,349,-211
West,Northwestern,1985,Dennis Green,3,8,0,0.27273,170,332,-162
West,Northwestern,1986,Francis Peay,4,7,0,0.36364,217,251,-34
West,Northwestern,1987,Francis Peay,2,8,1,0.22727,186,328,-142
West,Northwestern,1988,Francis Peay,2,8,1,0.22727,192,350,-158
West,Northwestern,1989,Francis Peay,0,11,0,0,241,497,-256
West,Northwestern,1990,Francis Peay,2,9,0,0.18182,210,370,-160
West,Northwestern,1991,Francis Peay,3,8,0,0.27273,160,306,-146
West,Northwestern,1992,Gary Barnett,3,8,0,0.27273,170,373,-203
West,Northwestern,1993,Gary Barnett,2,9,0,0.18182,185,335,-150
West,Northwestern,1994,Gary Barnett,4,6,1,0.40909,210,351,-141
West,Northwestern,1995,Gary Barnett,10,2,0,0.83333,311,181,130
West,Northwestern,1996,Gary Barnett,9,3,0,0.75,336,278,58
West,Northwestern,1997,Gary Barnett,5,7,0,0.41667,243,288,-45
West,Northwestern,1998,Gary Barnett,3,9,0,0.25,214,337,-123
West,Northwestern,1999,Randy Walker,3,8,0,0.27273,141,301,-160
West,Northwestern,2000,Randy Walker,8,4,0,0.66667,441,400,41
West,Northwestern,2001,Randy Walker,4,7,0,0.36364,320,378,-58
West,Northwestern,2002,Randy Walker,3,9,0,0.25,272,493,-221
West,Northwestern,2003,Randy Walker,6,7,0,0.46154,263,326,-63
West,Northwestern,2004,Randy Walker,6,6,0,0.5,295,342,-47
West,Northwestern,2005,Randy Walker,7,5,0,0.58333,388,407,-19
West,Northwestern,2006,Pat Fitzgerald,4,8,0,0.33333,198,314,-116
West,Northwestern,2007,Pat Fitzgerald,6,6,0,0.5,310,372,-62
West,Northwestern,2008,Pat Fitzgerald,9,4,0,0.69231,317,262,55
West,Northwestern,2009,Pat Fitzgerald,8,5,0,0.61538,337,318,19
West,Northwestern,2010,Pat Fitzgerald,7,6,0,0.53846,343,377,-34
West,Northwestern,2011,Pat Fitzgerald,6,7,0,0.46154,376,360,16
West,Northwestern,2012,Pat Fitzgerald,10,3,0,0.76923,412,293,119
West,Northwestern,2013,Pat Fitzgerald,5,7,0,0.41667,314,325,-11
West,Northwestern,2014,Pat Fitzgerald,5,7,0,0.41667,276,302,-26
West,Purdue,1950,"Stuart K. ""Stu"" Holcomb",2,7,0,0.22222,143,200,-57
West,Purdue,1951,"Stuart K. ""Stu"" Holcomb",5,4,0,0.55556,153,152,1
West,Purdue,1952,"Stuart K. ""Stu"" Holcomb",4,3,2,0.55556,188,151,37
West,Purdue,1953,"Stuart K. ""Stu"" Holcomb",2,7,0,0.22222,89,167,-78
West,Purdue,1954,"Stuart K. ""Stu"" Holcomb",5,3,1,0.61111,165,134,31
West,Purdue,1955,"Stuart K. ""Stu"" Holcomb",5,3,1,0.61111,113,103,10
West,Purdue,1956,"Kenneth ""Jack"" Mollenkopf",3,4,2,0.44444,139,122,17
West,Purdue,1957,"Kenneth ""Jack"" Mollenkopf",5,4,0,0.55556,178,114,64
West,Purdue,1958,"Kenneth ""Jack"" Mollenkopf",6,1,2,0.77778,184,102,82
West,Purdue,1959,"Kenneth ""Jack"" Mollenkopf",5,2,2,0.66667,109,81,28
West,Purdue,1960,"Kenneth ""Jack"" Mollenkopf",4,4,1,0.5,212,163,49
West,Purdue,1961,"Kenneth ""Jack"" Mollenkopf",6,3,0,0.66667,146,87,59
West,Purdue,1962,"Kenneth ""Jack"" Mollenkopf",4,4,1,0.5,141,68,73
West,Purdue,1963,"Kenneth ""Jack"" Mollenkopf",5,4,0,0.55556,119,149,-30
West,Purdue,1964,"Kenneth ""Jack"" Mollenkopf",6,3,0,0.66667,168,146,22
West,Purdue,1965,"Kenneth ""Jack"" Mollenkopf",7,2,1,0.75,227,127,100
West,Purdue,1966,"Kenneth ""Jack"" Mollenkopf",9,2,0,0.81818,297,154,143
West,Purdue,1967,"Kenneth ""Jack"" Mollenkopf",8,2,0,0.8,291,154,137
West,Purdue,1968,"Kenneth ""Jack"" Mollenkopf",8,2,0,0.8,291,167,124
West,Purdue,1969,"Kenneth ""Jack"" Mollenkopf",8,2,0,0.8,354,264,90
West,Purdue,1970,Bob DeMoss,4,6,0,0.4,161,189,-28
West,Purdue,1971,Bob DeMoss,3,7,0,0.3,210,228,-18
West,Purdue,1972,Bob DeMoss,6,5,0,0.54545,245,135,110
West,Purdue,1973,Alex Agase,5,6,0,0.45455,200,213,-13
West,Purdue,1974,Alex Agase,4,6,1,0.40909,223,261,-38
West,Purdue,1975,Alex Agase,4,7,0,0.36364,128,220,-92
West,Purdue,1976,Alex Agase,5,6,0,0.45455,188,233,-45
West,Purdue,1977,Jim Young,5,6,0,0.45455,231,247,-16
West,Purdue,1978,Jim Young,9,2,1,0.79167,261,130,131
West,Purdue,1979,Jim Young,10,2,0,0.83333,287,226,61
West,Purdue,1980,Jim Young,9,3,0,0.75,328,233,95
West,Purdue,1981,Jim Young,5,6,0,0.45455,242,241,1
West,Purdue,1982,Leon Burtnett,3,8,0,0.27273,211,324,-113
West,Purdue,1983,Leon Burtnett,3,7,1,0.31818,251,366,-115
West,Purdue,1984,Leon Burtnett,7,5,0,0.58333,286,283,3
West,Purdue,1985,Leon Burtnett,5,6,0,0.45455,287,306,-19
West,Purdue,1986,Leon Burtnett,3,8,0,0.27273,160,335,-175
West,Purdue,1987,Fred Akers,3,7,1,0.31818,197,285,-88
West,Purdue,1988,Fred Akers,4,7,0,0.36364,124,303,-179
West,Purdue,1989,Fred Akers,3,8,0,0.27273,172,281,-109
West,Purdue,1990,Fred Akers,2,9,0,0.18182,177,337,-160
West,Purdue,1991,Jim Colletto,4,7,0,0.36364,219,272,-53
West,Purdue,1992,Jim Colletto,4,7,0,0.36364,211,267,-56
West,Purdue,1993,Jim Colletto,1,10,0,0.09091,221,326,-105
West,Purdue,1994,Jim Colletto,5,4,2,0.54545,336,346,-10
West,Purdue,1995,Jim Colletto,4,6,1,0.40909,282,269,13
West,Purdue,1996,Jim Colletto,3,8,0,0.27273,194,324,-130
West,Purdue,1997,Joe Tiller,9,3,0,0.75,396,267,129
West,Purdue,1998,Joe Tiller,9,4,0,0.69231,444,276,168
West,Purdue,1999,Joe Tiller,7,5,0,0.58333,384,305,79
West,Purdue,2000,Joe Tiller,8,4,0,0.66667,381,266,115
West,Purdue,2001,Joe Tiller,6,6,0,0.5,250,278,-28
West,Purdue,2002,Joe Tiller,7,6,0,0.53846,386,288,98
West,Purdue,2003,Joe Tiller,9,4,0,0.69231,349,226,123
West,Purdue,2004,Joe Tiller,7,5,0,0.58333,381,206,175
West,Purdue,2005,Joe Tiller,5,6,0,0.45455,330,309,21
West,Purdue,2006,Joe Tiller,8,6,0,0.57143,364,374,-10
West,Purdue,2007,Joe Tiller,8,5,0,0.61538,446,345,101
West,Purdue,2008,Joe Tiller,4,8,0,0.33333,296,301,-5
West,Purdue,2009,Danny Hope,5,7,0,0.41667,334,349,-15
West,Purdue,2010,Danny Hope,4,8,0,0.33333,236,345,-109
West,Purdue,2011,Danny Hope,7,6,0,0.53846,350,349,1
West,Purdue,2012,Danny Hope,6,7,0,0.46154,373,406,-33
West,Purdue,,Patrick Higgins,,,,,,,
West,Purdue,2013,Darrell Hazell,1,11,0,0.08333,179,456,-277
West,Purdue,2014,Darrell Hazell,3,9,0,0.25,286,380,-94
West,Wisconsin,1950,"Ivan B. ""Ivy"" Williamson",6,3,0,0.66667,137,97,40
West,Wisconsin,1951,"Ivan B. ""Ivy"" Williamson",7,1,1,0.83333,196,53,143
West,Wisconsin,1952,"Ivan B. ""Ivy"" Williamson",6,3,1,0.65,228,150,78
West,Wisconsin,1953,"Ivan B. ""Ivy"" Williamson",6,2,1,0.72222,179,110,69
West,Wisconsin,1954,"Ivan B. ""Ivy"" Williamson",7,2,0,0.77778,200,98,102
West,Wisconsin,1955,"Ivan B. ""Ivy"" Williamson",4,5,0,0.44444,172,166,6
West,Wisconsin,1956,"Milton ""Milt"" Bruhn",1,5,3,0.27778,93,129,-36
West,Wisconsin,1957,"Milton ""Milt"" Bruhn",6,3,0,0.66667,234,122,112
West,Wisconsin,1958,"Milton ""Milt"" Bruhn",7,1,1,0.83333,201,77,124
West,Wisconsin,1959,"Milton ""Milt"" Bruhn",7,3,0,0.7,165,149,16
West,Wisconsin,1960,"Milton ""Milt"" Bruhn",4,5,0,0.44444,148,183,-35
West,Wisconsin,1961,"Milton ""Milt"" Bruhn",6,3,0,0.66667,179,158,21
West,Wisconsin,1962,"Milton ""Milt"" Bruhn",8,2,0,0.8,322,130,192
West,Wisconsin,1963,"Milton ""Milt"" Bruhn",5,4,0,0.55556,150,124,26
West,Wisconsin,1964,"Milton ""Milt"" Bruhn",3,6,0,0.33333,98,190,-92
West,Wisconsin,1965,"Milton ""Milt"" Bruhn",2,7,1,0.25,81,291,-210
West,Wisconsin,1966,"Milton ""Milt"" Bruhn",3,6,1,0.35,87,212,-125
West,Wisconsin,1967,John Coatta,0,9,1,0.05,120,224,-104
West,Wisconsin,1968,John Coatta,0,10,0,0,86,310,-224
West,Wisconsin,1969,John Coatta,3,7,0,0.3,196,349,-153
West,Wisconsin,1970,John Jardine,4,5,1,0.45,198,195,3
West,Wisconsin,1971,John Jardine,4,6,1,0.40909,240,258,-18
West,Wisconsin,1972,John Jardine,4,7,0,0.36364,152,229,-77
West,Wisconsin,1973,John Jardine,4,7,0,0.36364,216,237,-21
West,Wisconsin,1974,John Jardine,7,4,0,0.63636,341,243,98
West,Wisconsin,1975,John Jardine,4,6,1,0.40909,174,269,-95
West,Wisconsin,1976,John Jardine,5,6,0,0.45455,298,266,32
West,Wisconsin,1977,John Jardine,5,6,0,0.45455,133,200,-67
West,Wisconsin,1978,Dave McClain,5,4,2,0.54545,223,277,-54
West,Wisconsin,1979,Dave McClain,4,7,0,0.36364,208,311,-103
West,Wisconsin,1980,Dave McClain,4,7,0,0.36364,138,211,-73
West,Wisconsin,1981,Dave McClain,7,5,0,0.58333,268,219,49
West,Wisconsin,1982,Dave McClain,7,5,0,0.58333,287,252,35
West,Wisconsin,1983,Dave McClain,7,4,0,0.63636,359,242,117
West,Wisconsin,1984,Dave McClain,7,4,1,0.625,242,206,36
West,Wisconsin,1985,Dave McClain,5,6,0,0.45455,231,263,-32
West,Wisconsin,1986,Jim Hilles,3,9,0,0.25,201,266,-65
West,Wisconsin,1987,Don Morton,3,8,0,0.27273,202,299,-97
West,Wisconsin,1988,Don Morton,1,10,0,0.09091,106,314,-208
West,Wisconsin,1989,Don Morton,2,9,0,0.18182,172,341,-169
West,Wisconsin,1990,Barry Alvarez,1,10,0,0.09091,133,285,-152
West,Wisconsin,1991,Barry Alvarez,5,6,0,0.45455,172,194,-22
West,Wisconsin,1992,Barry Alvarez,5,6,0,0.45455,212,199,13
West,Wisconsin,1993,Barry Alvarez,10,1,1,0.875,354,195,159
West,Wisconsin,1994,Barry Alvarez,8,3,1,0.70833,357,238,119
West,Wisconsin,1995,Barry Alvarez,4,5,2,0.45455,235,253,-18
West,Wisconsin,1996,Barry Alvarez,8,5,0,0.61538,377,243,134
West,Wisconsin,1997,Barry Alvarez,8,5,0,0.61538,291,306,-15
West,Wisconsin,1998,Barry Alvarez,11,1,0,0.91667,382,143,239
West,Wisconsin,1999,Barry Alvarez,10,2,0,0.83333,409,154,255
West,Wisconsin,2000,Barry Alvarez,9,4,0,0.69231,328,265,63
West,Wisconsin,2001,Barry Alvarez,5,7,0,0.41667,313,346,-33
West,Wisconsin,2002,Barry Alvarez,8,6,0,0.57143,372,322,50
West,Wisconsin,2003,Barry Alvarez,7,6,0,0.53846,355,306,49
West,Wisconsin,2004,Barry Alvarez,9,3,0,0.75,249,185,64
West,Wisconsin,2005,Barry Alvarez,10,3,0,0.76923,446,309,137
West,Wisconsin,2006,Bret Bielema,12,1,0,0.92308,380,157,223
West,Wisconsin,2007,Bret Bielema,9,4,0,0.69231,383,301,82
West,Wisconsin,2008,Bret Bielema,7,6,0,0.53846,357,345,12
West,Wisconsin,2009,Bret Bielema,10,3,0,0.76923,413,283,130
West,Wisconsin,2010,Bret Bielema,11,2,0,0.84615,539,267,272
West,Wisconsin,2011,Bret Bielema,11,3,0,0.78571,618,266,352
West,Wisconsin,2012,Bret Bielema,8,6,0,0.57143,414,268,146
West,Wisconsin,2013,Gary Andersen,9,4,0,0.69231,453,212,241
West,Wisconsin,2014,Gary Andersen,11,3,0,0.78571,484,291,193
